opening,eco,n2019,share2019,white_short_rate,black_short_rate,weapon_side,trickiness,soundness,low_winrate,punish_gap,surprise
King's Knight Opening: Normal Variation,C44,530256,0.002567986522545613,0.07818487673878277,0.09986685676352554,black,0.09986685676352554,0.5015952597994531,0.5042420725778628,0.002646812778409724,5.964633141398096
King's Pawn,B00,69218,0.0003352171236488833,0.26325522262995177,0.07456153023779942,white,0.26325522262995177,0.5821727019498607,0.5851199539113616,0.0029472519615009185,8.000732105789764
King's Pawn Game,C20,397478,0.001924953507378295,0.08124223227449066,0.13118713488545278,black,0.13118713488545278,0.5734304932735426,0.5543832190487656,-0.019047274224776922,6.252853463545329
King's Pawn Game: Alapin Opening,C20,46051,0.0002230212337998024,0.07385290221710712,0.08742481162189746,black,0.08742481162189746,0.47318611987381703,0.4994326777609682,0.02624655788715119,8.408243572203986
King's Pawn Game: Beyer Gambit,C21,98955,0.00047923098718072245,0.12748218887373047,0.08787832853317164,white,0.12748218887373047,0.562363238512035,0.5324715185873942,-0.02989171992464079,7.643327848853181
King's Pawn Game: Busch-Gass Gambit,C40,812450,0.003934629028699691,0.12011446858268202,0.12907625084620591,black,0.12907625084620591,0.4383827194682913,0.4560822277422514,0.017699508273960052,5.5379386763473395
"King's Pawn Game: Clam Variation, King's Gambit Reversed",C20,26227,0.00012701522005748882,0.0957791588820681,0.10024021047012621,black,0.10024021047012621,0.4691075514874142,0.47873392680514343,0.009626375317729252,8.971203635713925
King's Pawn Game: Damiano Defense,C40,422408,0.002045687462311501,0.1554160906043446,0.06816158784871498,white,0.1554160906043446,0.5760626398210291,0.5588962934084392,-0.01716634641258996,6.192021378589482
King's Pawn Game: Dresden Opening,C44,72592,0.00035155713022508214,0.07361692748512233,0.09247575490412166,black,0.09247575490412166,0.48792884371029227,0.4920566396131929,0.004127795902900633,7.953138327274517
King's Pawn Game: Gunderam Gambit,C40,89345,0.0004326905416569314,0.1342660473445632,0.09256253847445296,white,0.1342660473445632,0.5191555903049258,0.5436096376639485,0.02445404735902279,7.7454877698655
King's Pawn Game: King's Head Opening,C20,22707,0.00010996814739945091,0.07046285286475536,0.1311930241775664,black,0.1311930241775664,0.4772727272727273,0.5391690453536314,0.06189631808090412,9.115319803200984
King's Pawn Game: King's Head Opening #2,C20,195840,0.0009484371333381101,0.06697303921568627,0.12353451797385621,black,0.12353451797385621,0.5346916299559471,0.5218653196773924,-0.012826310278554742,6.960695050872164
King's Pawn Game: Leonardis Variation,C20,1538835,0.007452452287991986,0.07343802291993619,0.08185867880571991,black,0.08185867880571991,0.4737654320987654,0.47866066584427364,0.0048952337455082096,4.899212134580547
King's Pawn Game: Macleod Attack,C20,306635,0.0014850082740049601,0.08783733102874754,0.08149754594224404,white,0.08783733102874754,0.46205282514209295,0.4887754400440044,0.026722614901911468,6.512334935022484
"King's Pawn Game: Macleod Attack, Lasa Gambit",C20,5621,2.7222044150804314e-05,0.10158334815869062,0.11599359544565024,black,0.11599359544565024,,0.4923733984136669,,10.511483466176188
King's Pawn Game: Maróczy Defense,B07,346425,0.0016777079958979512,0.09869957422241467,0.05751028361117125,white,0.09869957422241467,0.4706907623153839,0.5247562583969136,0.05406549608152972,6.390326705211346
King's Pawn Game: McConnell Defense,C40,713499,0.003455417413192444,0.1036637752820957,0.11006182209085086,black,0.11006182209085086,0.38747553816046965,0.4585988876303822,0.07112334946991256,5.667812014821911
King's Pawn Game: Mengarini's Opening,C20,57684,0.0002793589031835965,0.08090631717634006,0.08151307121558837,black,0.08151307121558837,0.44093178036605657,0.4741812918400579,0.03324951147400135,8.1830132114963
King's Pawn Game: Napoleon Attack,C20,596564,0.0028891107537414025,0.14815174901603181,0.08784807665229548,white,0.14815174901603181,0.46258503401360546,0.5052473126798502,0.04266227866624478,5.846806521873771
King's Pawn Game: Nimzowitsch Defense,B00,156691,0.0007588417221194945,0.11557779323636967,0.07064221939996554,white,0.11557779323636967,0.5106630476929043,0.5355034169349147,0.024840369242010385,7.183717337071964
King's Pawn Game: Schulze-Mueller Gambit,C40,10049,4.866648668767702e-05,0.08408796895213454,0.11692705741864862,black,0.11692705741864862,0.4964336661911555,0.5690932311621967,0.0726595649710412,9.930519923129303
King's Pawn Game: Tayler Opening,C44,95799,0.00046394673680891344,0.07052265681270159,0.0715143164333657,black,0.0715143164333657,0.48978201634877383,0.469115088242605,-0.020666928106168825,7.675740803687152
"King's Pawn Game: Tayler Opening, Inverted Hanham",C44,5140,2.489260041543038e-05,0.04961089494163424,0.047470817120622566,white,0.04961089494163424,0.49940334128878283,0.49353448275862066,-0.005868858530162169,10.600939970729051
King's Pawn Game: Tortoise Opening,C20,42742,0.000206996016917573,0.08862477188713677,0.12528660334097608,black,0.12528660334097608,,0.5114535610162433,,8.482811006828125
King's Pawn Game: Wayward Queen Attack,C20,1333447,0.006457774970068948,0.17666993888770982,0.10158334002026327,white,0.17666993888770982,0.5464463840399002,0.5222413415219895,-0.02420504251791067,5.042470452395781
"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,286160,0.0013858495204045831,0.13667528655297737,0.15214914733016494,black,0.15214914733016494,0.4927007299270073,0.495248981214591,0.0025482512875836805,6.581441955245363
King's Pawn Opening: 2.b3,C20,140494,0.0006804009733006762,0.0823807422381027,0.11585548137287001,black,0.11585548137287001,0.5315985130111525,0.49535293452082696,-0.0362455784903255,7.2928282669605276
King's Pawn Opening: Speers,B20,5007,2.4248492272385197e-05,0.08448172558418214,0.23267425604154185,black,0.23267425604154185,,0.6097421203438396,,10.627156116848317
Lasker Simul Special,A00,18590,9.00298524752628e-05,0.06573426573426573,0.08434642280796127,black,0.08434642280796127,0.48292682926829267,0.4682127149140344,-0.01471411435425829,9.315369248462773
Latvian Gambit,C40,87245,0.00042252041308253374,0.12413318814831796,0.11026419852140523,white,0.12413318814831796,0.4802981895633653,0.5148030223827401,0.03450483281937483,7.7692727973459315
Latvian Gambit Accepted,C40,135133,0.0006544380879257497,0.1095365306771847,0.1267418025204798,black,0.1267418025204798,0.47075365579302586,0.46759976494470856,-0.003153890848317298,7.331733571548933
"Latvian Gambit Accepted, Bilguer Variation",C40,8179,3.9610229338094375e-05,0.10062354811101602,0.05905367404328157,white,0.10062354811101602,0.46896191966614503,0.5754189944134078,0.10645707474726279,10.136423156443287
"Latvian Gambit Accepted, Main Line",C40,8215,3.978457439936976e-05,0.11649421789409617,0.12038953134510043,black,0.12038953134510043,0.5047106325706595,0.49594594594594593,-0.00876468662471358,10.132031298706893
Latvian Gambit: Clam Gambit,C40,5853,2.8345601212356813e-05,0.06714505381855458,0.11669229454980352,black,0.11669229454980352,0.5234899328859061,0.5227790432801822,-0.0007108896057238523,10.47103869988704
Latvian Gambit: Fraser Defense,C40,7263,3.5174116112309504e-05,0.09803111661847722,0.15819909128459314,black,0.15819909128459314,0.4829787234042553,0.48563218390804597,0.0026534605037906722,10.255200083572094
Latvian Gambit: Mason Countergambit,C40,16133,7.813080204321758e-05,0.136986301369863,0.10177896237525569,white,0.136986301369863,0.4979919678714859,0.5224358974358975,0.02444392956441155,9.457126186512118
Latvian Gambit: Mayet Attack,C40,5041,2.4413151496923064e-05,0.22872445943265224,0.15433445744891885,white,0.22872445943265224,,0.5728723404255319,,10.620388575095632
"Latvian Gambit: Mayet Attack, Morgado Defense",C40,7020,3.3997286948700634e-05,0.1537037037037037,0.10826210826210826,white,0.1537037037037037,0.5518867924528302,0.5301960784313725,-0.021690714021457724,10.289229832158405
Latvian Gambit: Mlotkowski Variation,C40,32822,0.00015895426669946614,0.12317957467552251,0.10834196575467674,white,0.12317957467552251,0.48610169491525423,0.5321274581974971,0.04602576328224284,8.746894027938689
Lemming Defense,B00,12820,6.208621348751312e-05,0.1702028081123245,0.06614664586583463,white,0.1702028081123245,0.4766187050359712,0.5999609145983975,0.12334220956242631,9.686986598703601
"Lion Defense: Anti-Philidor, Lion's Cave",B07,17267,8.362267147339229e-05,0.09434180807320322,0.08658134012856894,white,0.09434180807320322,0.4900713321765953,0.47035573122529645,-0.019715600951298873,9.389195884765831
Lion Defense: Lion's Jaw,B07,36367,0.00017612241231672307,0.046800670937938244,0.05114526906261171,black,0.05114526906261171,0.4428504600031187,0.49360655737704917,0.0507560973739305,8.644331280164375
London System,A48,247686,0.001199523079084881,0.05733872725951406,0.05453679255186002,white,0.05733872725951406,0.4892805028622741,0.4660539321945721,-0.023226570667702007,6.7258312352819765
Mexican Defense,A50,61939,0.0002999655208426736,0.08396971213613394,0.08713411582363292,black,0.08713411582363292,0.49457562220804085,0.4274403470715835,-0.06713527513645734,8.111843020437513
Mieses Opening,A00,686029,0.0033223824456025852,0.054828585963567135,0.06789217365446651,black,0.06789217365446651,0.4663098890452354,0.49290674603174606,0.026596856986510653,5.707073149311284
Mieses Opening: Reversed Rat,A00,179662,0.0008700883999682983,0.06414823390588995,0.08882791018690653,black,0.08882791018690653,0.47721009115963536,0.5,0.022789908840364637,7.046915742318542
Mikenas Defense,A40,364146,0.0017635293523107609,0.10306854942797669,0.08070938579580718,white,0.10306854942797669,0.48023382542356086,0.5290076658162496,0.04877384039268873,6.3404381640769465
Mikenas Defense: Cannstatter Variation,A40,8222,3.9818474827951084e-05,0.09766480175139869,0.08440768669423498,white,0.09766480175139869,,0.537520583392143,,10.131179561720439
Mikenas Defense: Lithuanian Variation,A40,22320,0.00010809393799074048,0.03669354838709677,0.10156810035842294,black,0.10156810035842294,0.5497630331753555,0.4561904761904762,-0.09357255698487926,9.132509912683014
Modern Defense,B06,3346641,0.016207509172547926,0.07351938854511135,0.06220296709446875,white,0.07351938854511135,0.48807034188776566,0.483808285314978,-0.004262056572787665,4.122280614970633
"Modern Defense: Averbakh System, Kotov Variation",A42,43576,0.00021103501083711952,0.03380301083165045,0.05525977602349917,black,0.05525977602349917,0.47621514288180955,0.47160493827160493,-0.004610204610204616,8.463486510114752
Modern Defense: Averbakh Variation,A42,85279,0.0004129992355695501,0.05131392253661511,0.047209746830990044,white,0.05131392253661511,0.48420712496970675,0.5084166228300895,0.024209497860382734,7.792064815926141
Modern Defense: Beefeater Variation,A40,8547,4.1392423297798336e-05,0.04668304668304668,0.058032058032058034,black,0.058032058032058034,0.5029325513196481,0.4,-0.10293255131964807,10.092412706012244
Modern Defense: Bishop Attack,B06,57765,0.00027975117957146616,0.08181424738163248,0.0539946334285467,white,0.08181424738163248,0.4945743911261153,0.4844579226686884,-0.010116468457426864,8.181609994261143
Modern Defense: Geller's System,B06,92779,0.0004493211233352559,0.04696105799803835,0.04851313335991981,black,0.04851313335991981,0.4681210891256553,0.4876767290790982,0.019555639953442894,7.7077727291155655
"Modern Defense: Lizard Defense, Mittenberger Gambit",B06,6067,2.9381985743271618e-05,0.07054557441898797,0.061480138453931105,white,0.07054557441898797,0.47513812154696133,0.5005025125628141,0.02536439101585275,10.435128801235964
Modern Defense: Modern Pterodactyl,B06,10610,5.138336389255182e-05,0.07832233741753063,0.07398680490103676,white,0.07832233741753063,0.4753943217665615,0.46619217081850534,-0.009202150948056154,9.876196097570233
Modern Defense: Mongredien Defense,B06,25362,0.00012282609566851077,0.08867597192650421,0.047788029335225926,white,0.08867597192650421,0.5504,0.5020441537203598,-0.04835584627964018,9.004741059383417
Modern Defense: Mongredien Defense #2,B06,102889,0.0004982830280434274,0.07874505535091215,0.058072291498605294,white,0.07874505535091215,0.5277269957343084,0.5023906179521876,-0.025336377782120723,7.604342312973141
Modern Defense: Neo-Modern Defense,A41,5129,2.4839328313374013e-05,0.07759797231429129,0.057126145447455645,white,0.07759797231429129,,0.49541930937279777,,10.603082341788994
Modern Defense: Norwegian Defense,B06,37262,0.00018045682425676398,0.1085824700767538,0.07296978154688423,white,0.1085824700767538,0.4580595284112872,0.5270828068401988,0.0690232784289116,8.620019009597963
Modern Defense: Pseudo-Austrian Attack,B06,39528,0.0001914308772803759,0.0818154219793564,0.04806719287593605,white,0.0818154219793564,0.5142014016967908,0.506806282722513,-0.007395118974277803,8.560983768652676
Modern Defense: Standard Defense,B06,154761,0.0007494948896677862,0.07103210757232119,0.04812581981248506,white,0.07103210757232119,0.5088313845187064,0.48058419243986256,-0.028247192078843797,7.196111058766699
Modern Defense: Standard Line,B06,113241,0.0005484169189968388,0.08715041371941258,0.0484630125131357,white,0.08715041371941258,0.499194847020934,0.5175906913073237,0.01839584428638974,7.50847475918958
Modern Defense: Three Pawns Attack,B06,144909,0.000701782457898755,0.05806402638897515,0.05226038410312679,white,0.05806402638897515,0.47084865311022733,0.4920467990009202,0.021198145890692854,7.261887090997104
Modern Defense: Two Knights Variation,B06,158773,0.0007689246781632544,0.08251402946344781,0.0502352415083169,white,0.08251402946344781,0.49106472443309807,0.5069645011516104,0.015899776718512337,7.170517541027928
"Modern Defense: Two Knights Variation, Suttles Variation",B06,40029,0.00019385717938312505,0.06317919508356441,0.05306153039046691,white,0.06317919508356441,0.49362096961261887,0.4970980847359257,0.00347711512330684,8.548388858767732
Modern Defense: Wind Gambit,B06,5167,2.502335921138692e-05,0.061737952390168375,0.06754402941745694,black,0.06754402941745694,0.45569620253164556,0.5012048192771085,0.045508616745462915,10.595700800891077
Montevideo Defense,A40,7442,3.604099850031768e-05,0.10467616232195646,0.04823972050524053,white,0.10467616232195646,0.5460750853242321,0.5549800796812749,0.00890499435704284,10.230853420271695
"Neo-Grünfeld Defense, with 5.Nf3",D73,5268,2.551249396663176e-05,0.07441154138192863,0.05694760820045558,white,0.07441154138192863,0.48435544430538174,0.4570552147239264,-0.027300229581455338,10.57634226631509
Neo-Grünfeld Defense: Classical Variation,D77,7196,3.484964058160253e-05,0.0717065036131184,0.04419121734296832,white,0.0717065036131184,0.5161779575328614,0.4961832061068702,-0.01999475142599122,10.264467734107837
"Neo-Grünfeld Defense: Classical Variation, Modern Defense",D78,12087,5.853635432321148e-05,0.06395300736328287,0.05609332340531149,white,0.06395300736328287,0.4715541165587419,0.5446009389671361,0.07304682240839422,9.745862555318805
"Neo-Grünfeld Defense: Classical Variation, Original Defense",D78,37218,0.0001802437358485385,0.043930356279219734,0.03683701434789618,white,0.043930356279219734,0.48916161938157476,0.48253968253968255,-0.0066219368418922175,8.621200534977088
Neo-Grünfeld Defense: Delayed Exchange Variation,D74,6953,3.367281141799367e-05,0.056522364447001296,0.04185243779663455,white,0.056522364447001296,0.4987441693577323,0.5319148936170213,0.033170724259288964,10.298819829079244
Neo-Grünfeld Defense: Non- or Delayed Fianchetto,D70,17654,8.549688088210272e-05,0.08156791661946301,0.059193383935651975,white,0.08156791661946301,0.5338730293992331,0.48661800486618007,-0.047255024533053025,9.367030663598083
Neo-Grünfeld Defense: Ultra-delayed Exchange Variation,D79,13412,6.49532211618195e-05,0.04145541306292872,0.034521324187294956,white,0.04145541306292872,0.48294203961848864,0.5416666666666666,0.05872462704817799,9.641843221592143
Nimzo-Indian Defense,E20,136888,0.0006629374096629248,0.0701303255215943,0.07081701829232658,black,0.07081701829232658,0.4789817842129846,0.47115493596282443,-0.007826848250160168,7.318829976966455
Nimzo-Indian Defense #2,E20,190922,0.0009246196608005446,0.07901132399618692,0.05824368066540263,white,0.07901132399618692,0.5086206896551724,0.5151039799211187,0.006483290265946295,6.986128082521427
"Nimzo-Indian Defense: 4.e3 e8g8, 5.Nf3, without ...d5",E50,7244,3.508210066330305e-05,0.06667586968525677,0.05590833793484263,white,0.06667586968525677,0.5083798882681564,0.5195652173913043,0.011185329123147958,10.257819510174958
Nimzo-Indian Defense: Classical Variation,E32,75217,0.00036426979094307917,0.0688275256923302,0.056104338115053776,white,0.0688275256923302,0.49425584765058994,0.5279564571994062,0.03370060954881626,7.917615780959121
"Nimzo-Indian Defense: Classical Variation, Berlin Variation",E38,29937,0.0001449824472055913,0.06386745498880983,0.06189664963089154,white,0.06386745498880983,0.4871557203389831,0.4772727272727273,-0.009882993066255785,8.83889787662584
"Nimzo-Indian Defense: Classical Variation, Noa Variation",E34,29939,0.00014499213304232882,0.07739069441197101,0.062259928521326696,white,0.07739069441197101,0.48352918512810633,0.5408626560726447,0.05733347094453839,8.83883107189604
"Nimzo-Indian Defense: Classical Variation, Zurich Variation",E33,5779,2.7987225253068515e-05,0.06489011939781969,0.0770029416854127,black,0.0770029416854127,0.44896331738437,0.4682926829268293,0.019329365542459287,10.483762392860484
"Nimzo-Indian Defense: Classical, Noa Variation, 5.cxd5 exd5",E35,5417,2.6234088803577115e-05,0.06830348901606055,0.056858039505261214,white,0.06830348901606055,0.5212705615428247,0.5483870967741935,0.02711653523136881,10.548450893520362
Nimzo-Indian Defense: Hübner Variation,E41,11052,5.352393381154408e-05,0.06740861382555194,0.05492218602967788,white,0.06740861382555194,0.477979797979798,0.5469387755102041,0.06895897753040608,9.835381643134955
"Nimzo-Indian Defense: Hübner Variation, Rubinstein Variation",E42,5420,2.6248617558683397e-05,0.06826568265682657,0.0503690036900369,white,0.06826568265682657,0.49609713790112747,0.6071428571428571,0.11104571924172962,10.54789723474457
Nimzo-Indian Defense: Kmoch Variation,E20,28064,0.00013591166110090238,0.05572976054732041,0.055444697833523376,white,0.05572976054732041,0.520754359363154,0.4657534246575342,-0.05500093470561973,8.903505434006352
Nimzo-Indian Defense: Leningrad Variation,E30,101903,0.0004935079105318292,0.08200936184410665,0.06549365573143087,white,0.08200936184410665,0.4690626517727052,0.5168976794891761,0.04783502771647091,7.613971669772746
Nimzo-Indian Defense: Normal Line,E40,28949,0.00014019764385725565,0.07803378355038171,0.056754982900963764,white,0.07803378355038171,0.5106732348111659,0.5237704918032787,0.013097256992112838,8.872457389088055
"Nimzo-Indian Defense: Normal Variation, Bishop Attack",E47,8715,4.220603358375015e-05,0.06104417670682731,0.046586345381526104,white,0.06104417670682731,0.4996628455832771,0.4426229508196721,-0.05703989476360499,10.07294737122414
"Nimzo-Indian Defense: Normal Variation, Bishop Attack, Classical Defense",E48,8604,4.16684696448177e-05,0.06857275685727568,0.050674105067410505,white,0.06857275685727568,0.46474358974358976,0.5127118644067796,0.04796827466318987,10.08576583879064
"Nimzo-Indian Defense: Normal Variation, Gligoric System",E53,5621,2.7222044150804314e-05,0.060665362035225046,0.054616616260451875,white,0.060665362035225046,0.4595419847328244,0.4878048780487805,0.02826289331595605,10.511483466176188
"Nimzo-Indian Defense: Normal Variation, Hübner Deferred",E50,6429,3.113512219276302e-05,0.055529631357909476,0.057551718774303935,black,0.057551718774303935,0.4771748492678725,0.4657534246575342,-0.011421424610338293,10.377174045036575
"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",E51,28400,0.00013753888167280598,0.06957746478873239,0.05341549295774648,white,0.06957746478873239,0.4922341696535245,0.5098445595854922,0.01761038993196773,8.891603905028964
"Nimzo-Indian Defense: Normal Variation, Sämisch Deferred",E51,7651,3.7053168439388684e-05,0.07907463076721997,0.053979871912168347,white,0.07907463076721997,0.4409221902017291,0.5223752151462995,0.08145302494457035,10.20315669194641
"Nimzo-Indian Defense: Panov Attack, Main Line",E54,28330,0.00013719987738699274,0.07243205082950935,0.05298270384751147,white,0.07243205082950935,0.4822532631096863,0.5016408813877168,0.019387618278030483,8.8940717363537
Nimzo-Indian Defense: Ragozin Variation,E20,262744,0.001272447743881681,0.08604573272843528,0.05331425265657826,white,0.08604573272843528,0.5140976098468585,0.5302207968422351,0.016123186995376626,6.6668128760946574
Nimzo-Indian Defense: Reshevsky Variation,E46,11210,5.428911491380828e-05,0.044424620874219445,0.043889384478144514,white,0.044424620874219445,0.4742604686899731,0.5132743362831859,0.03901386759321274,9.821186813112057
Nimzo-Indian Defense: Romanishin Variation #2,E20,8638,4.1833128869355566e-05,0.0749015975920352,0.0531373003009956,white,0.0749015975920352,0.5110576923076923,0.5069252077562327,-0.0041324845514595365,10.081821975657615
Nimzo-Indian Defense: Spielmann Variation,E22,19882,9.628690300770171e-05,0.062217080776581835,0.06935921939442712,black,0.06935921939442712,0.4536365908522869,0.4747368421052632,0.021100251252976265,9.248178250406172
Nimzo-Indian Defense: St. Petersburg Variation,E43,12493,6.050257918092835e-05,0.060513887777155204,0.05539101897062355,white,0.060513887777155204,0.4742610428429093,0.5067567567567568,0.03249571391384748,9.712824562746432
Nimzo-Indian Defense: Sämisch Variation,E27,29020,0.00014054149106143768,0.06936595451412819,0.06013094417643005,white,0.06936595451412819,0.520759493670886,0.4846743295019157,-0.03608516416897034,8.870007802740083
"Nimzo-Indian Defense: Sämisch Variation, Accelerated",E24,40283,0.00019508728064879027,0.06417099024402353,0.06809324032470272,black,0.06809324032470272,0.4449696151249156,0.47086763774540846,0.025898022620492844,8.542063506469706
Nimzo-Indian Defense: Three Knights Variation,E21,90244,0.00043704432527044733,0.07910775231594344,0.05790966712468419,white,0.07910775231594344,0.4751586059157947,0.5214413341274569,0.04628272821166218,7.73547593718762
"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",E21,40649,0.00019685978877175673,0.0607395015867549,0.048537479396787125,white,0.0607395015867549,0.47424042272126815,0.4865280985373364,0.012287675816068266,8.533018814750898
Nimzo-Larsen Attack,A01,392090,0.0018988598632074122,0.07938228467953787,0.0604478563595093,white,0.07938228467953787,0.4966282609533351,0.5146538084833874,0.018025547530052255,6.2665016449210995
Nimzo-Larsen Attack: Classical Variation,A01,516054,0.0024992073958724726,0.07187619900242997,0.07200409259496099,black,0.07200409259496099,0.4445200011826272,0.4720378610754959,0.0275178598928687,5.991781639027322
Nimzo-Larsen Attack: Dutch Variation,A01,19906,9.640313304855197e-05,0.06626142871496031,0.06369938711946146,white,0.06626142871496031,0.4953590620420127,0.5144781144781144,0.019119052436101736,9.246971856372253
Nimzo-Larsen Attack: English Variation,A01,114840,0.0005561607454684874,0.06808603274120516,0.06371473354231975,white,0.06808603274120516,0.4906169111302847,0.4863833643344303,-0.004233546795854415,7.494453194943262
Nimzo-Larsen Attack: Graz Attack,A00,6421,3.109637884581293e-05,0.0541971655505373,0.07724653480766236,black,0.07724653480766236,,0.49754601226993866,,10.378419181384213
Nimzo-Larsen Attack: Indian Variation,A01,229143,0.0011097208437729502,0.05491767149771103,0.06123686955307384,black,0.06123686955307384,0.44768062065621467,0.48930064770025417,0.0416200270440395,6.803646787383776
Nimzo-Larsen Attack: Modern Variation,A01,67354,0.0003261899238095132,0.07435341627817205,0.10406211954746562,black,0.10406211954746562,0.48205128205128206,0.5113915038367218,0.02934022178543977,8.028030757863549
Nimzo-Larsen Attack: Modern Variation #2,A01,277533,0.001344069663637284,0.08264242450447334,0.07637650297442106,white,0.08264242450447334,0.49965667200732433,0.5147129156493065,0.015056243641982214,6.61205320516101
Nimzo-Larsen Attack: Modern Variation #3,A01,211338,0.0010234926822171645,0.07443999659313517,0.0932960470904428,black,0.0932960470904428,0.46908349026993096,0.4890280355296151,0.019944545259684143,6.884534302651885
Nimzo-Larsen Attack: Modern Variation #4,A01,229837,0.0011130818291208702,0.09780409594625757,0.08489059637917307,white,0.09780409594625757,0.4917804402340485,0.5081546637346528,0.0163742235006043,6.800622688168577
Nimzo-Larsen Attack: Spike Variation,A01,9983,4.8346854075338814e-05,0.10618050686166483,0.08123810477812281,white,0.10618050686166483,0.48592411260709917,0.5501193317422435,0.06419521913514431,9.937109403841836
Nimzo-Larsen Attack: Symmetrical Variation,A01,64808,0.00031385985364264826,0.0732471299839526,0.058881619553141584,white,0.0732471299839526,0.4923010193016699,0.49148232901093314,-0.0008186902907367788,8.066563997667934
Nimzowitsch Defense,B00,437089,0.002116786346883278,0.09993388074282354,0.09309316866816598,white,0.09993388074282354,0.46456571867794005,0.4837181426410571,0.01915242396311706,6.157856214509456
"Nimzowitsch Defense, Declined Variation",B00,266503,0.0012906522740298526,0.10519956623377598,0.09307962762145267,white,0.10519956623377598,0.45414593698175787,0.5177840117945778,0.06363807481281991,6.652607549617938
Nimzowitsch Defense: Breyer Variation,B00,13292,6.437207095756822e-05,0.12142642190791454,0.09411676196208246,white,0.12142642190791454,0.5045045045045045,0.5385164051355207,0.03401190063101622,9.650830699703777
Nimzowitsch Defense: El Columpio Defense,B00,6875,3.3295063785230325e-05,0.10138181818181818,0.08887272727272727,white,0.10138181818181818,0.5443645083932853,0.5049458313707018,-0.039418677022583504,10.31010140664349
Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,178590,0.0008648967914769867,0.09188644380984377,0.07567612968251301,white,0.09188644380984377,0.4953102453102453,0.504097771387491,0.0087875260772457,7.052900374362716
Nimzowitsch Defense: French Connection,B00,33985,0.0001645865807623349,0.09006914815359718,0.0805061056348389,white,0.09006914815359718,0.4771014492753623,0.4895826025955805,0.012481153320218208,8.712073799397523
Nimzowitsch Defense: Kennedy Variation,B00,73306,0.0003550149739403773,0.12071317491064852,0.10989550650697077,white,0.12071317491064852,0.4648053480141565,0.48183833308704005,0.017032985072883533,7.943350589264675
"Nimzowitsch Defense: Kennedy Variation, Keres Attack",B00,16326,7.90654852883884e-05,0.1209114296214627,0.0946343256155825,white,0.1209114296214627,0.5481313703284258,0.5269552012148823,-0.021176169113543586,9.44523412116696
"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",B00,432775,0.0020958939970404443,0.09915082895268904,0.07292704061001676,white,0.09915082895268904,0.42190162032841555,0.567406714855851,0.14550509452743549,6.1677750877333315
"Nimzowitsch Defense: Kennedy Variation, Main Line",B00,8919,4.319398893097735e-05,0.09709608700526964,0.07848413499271219,white,0.09709608700526964,0.5084188911704313,0.5091116173120729,0.0006927261416416197,10.049809217512054
"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",B00,35684,0.00017281469907085947,0.1374845869297164,0.08028808429548256,white,0.1374845869297164,0.5132951868057893,0.5400598021927471,0.026764615386957735,8.663290641144588
"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",B00,12192,5.904486075193136e-05,0.10736548556430446,0.0750492125984252,white,0.10736548556430446,0.5139462809917356,0.49148418491484186,-0.0224620960768937,9.737213051251834
"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",B00,42828,0.00020741250789728646,0.07154198188101242,0.11737648267488558,black,0.11737648267488558,0.4847942754919499,0.4731215330307615,-0.011672742461188435,8.4808009559001
Nimzowitsch Defense: Lean Variation,B00,40478,0.00019603164973069863,0.08068580463461633,0.10447650575621326,black,0.10447650575621326,0.48378861373500126,0.4839497557571528,0.00016114202215156137,8.537234433552111
"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted",B00,52916,0.00025626786840134515,0.08524831808904679,0.11187542520220727,black,0.11187542520220727,0.4798072128967924,0.4881915237787124,0.008384310881919987,8.269287299595991
Nimzowitsch Defense: Mikenas Variation,B00,97517,0.00047226687056644445,0.08922546837987223,0.058430837700093316,white,0.08922546837987223,0.494885745375408,0.5376615873474399,0.042775841972031825,7.657966328416723
Nimzowitsch Defense: Pirc Connection,B00,6270,3.0365098172130054e-05,0.08819776714513557,0.06555023923444976,white,0.08819776714513557,0.5083892617449665,0.4868421052631579,-0.02154715648180855,10.402216695551296
Nimzowitsch Defense: Pseudo-Spanish Variation,B00,50131,0.00024278034074434637,0.0841794498414155,0.08489756837086833,black,0.08489756837086833,0.4449877750611247,0.46377356716347734,0.01878579210235265,8.323353470984825
Nimzowitsch Defense: Scandinavian Variation,B00,15526,7.519115059337979e-05,0.10955816050495942,0.12424320494654129,black,0.12424320494654129,0.5208333333333334,0.4926583052921383,-0.028175028041195094,9.495477012212636
"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",B00,292356,0.001415856242617425,0.08340516356770512,0.06816689241883184,white,0.08340516356770512,0.46700950056654755,0.515503948326395,0.04849444775984746,6.560020812439741
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation",B00,41864,0.00020274393458980105,0.11824001528759794,0.12304127651442767,black,0.12304127651442767,0.4451219512195122,0.4961876832844575,0.0510657320649453,8.503566781126217
